question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
SET04-Q30,SET04,30,阅读理解,reading_comprehension,SET04-P05,Where was the guidebook put?,本文の内容に合う答えを選びなさい：どこ was the guidebook put?,At Hiro’s house.,At the tourist information center.,Inside a hospital room.,On every bus seat.,At Hiro’s house.,At the tourist information center.,Inside a hospital room.,On every bus seat.,B,At the tourist information center.,At the tourist information center.,本文の内容に合う答えは「At the tourist information center.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = At the tourist information center.（At the tourist information center.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q01,SET05,1,短句填空,sentence_fill,,"After running three kilometers, Taro felt very (____) and drank a bottle of water.",3キロ走ったあと、太郎はとても（　）感じ、水を一本飲みました。,daily,famous,thirsty,plastic,毎日の,有名な,のどが渇いた,プラスチックの,C,thirsty,のどが渇いた,文脈から「thirsty」が最も自然です。意味は「のどが渇いた」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"thirsty = のどが渇いた
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,thirsty,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q02,SET05,2,短句填空,sentence_fill,,"The school will (____) a science event next Friday, and many parents will come.",学校は来週金曜日に理科イベントを（　）予定で、多くの保護者が来ます。,hold,forget,drop,catch,開催する／持つ,忘れる,落とす,捕まえる,A,hold,開催する／持つ,文脈から「hold」が最も自然です。意味は「開催する／持つ」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"hold = 開催する／持つ
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,hold,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q03,SET05,3,短句填空,sentence_fill,,"A: I’m sorry I broke your ruler.
B: That’s OK. It was an old one, and I can (____) another one.","A：あなたの定規を壊してごめんなさい。
B：大丈夫。古いものだったし、別のものを（　）ことができます。",solve,climb,wake,buy,解決する,登る,起こす,買う,D,buy,買う,文脈から「buy」が最も自然です。意味は「買う」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"buy = 買う
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,buy,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q04,SET05,4,短句填空,sentence_fill,,The restaurant is popular because its meals are delicious and the prices are (____).,そのレストランは料理がおいしく、値段が（　）なので人気があります。,lonely,wooden,reasonable,cloudy,さびしい,木製の,手ごろな,曇った,C,reasonable,手ごろな,文脈から「reasonable」が最も自然です。意味は「手ごろな」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"reasonable = 手ごろな
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,reasonable,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q05,SET05,5,短句填空,sentence_fill,,The soccer coach told the players to (____) carefully before the game to avoid injuries.,サッカーのコーチは、けがを避けるために試合前に注意して（　）よう選手たちに言いました。,decorate,count,trade,stretch,飾る,数える,交換する,ストレッチする,D,stretch,ストレッチする,文脈から「stretch」が最も自然です。意味は「ストレッチする」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"stretch = ストレッチする
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,stretch,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q06,SET05,6,短句填空,sentence_fill,,Sarah could not hear the announcement because the room was too (____).,部屋があまりにも（　）だったので、サラは放送を聞くことができませんでした。,correct,private,useful,noisy,訂正する／正しい,個人的な,役に立つ,騒がしい,D,noisy,騒がしい,文脈から「noisy」が最も自然です。意味は「騒がしい」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"noisy = 騒がしい
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,noisy,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q07,SET05,7,短句填空,sentence_fill,,The city plans to (____) more trees along the main street next spring.,市は来年の春、メインストリート沿いにもっと多くの木を（　）予定です。,mix,charge,tie,plant,混ぜる,料金を請求する,結ぶ,植える,D,plant,植える,文脈から「plant」が最も自然です。意味は「植える」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"plant = 植える
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,plant,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q08,SET05,8,短句填空,sentence_fill,,"A: Why did you bring a map?
B: I don’t want to get (____) in this big city.","A：どうして地図を持ってきたの？
B：この大きな町で（　）なりたくないからです。",full,safe,ready,lost,いっぱいの,安全な,準備ができた,道に迷った／失った,D,lost,道に迷った／失った,文脈から「lost」が最も自然です。意味は「道に迷った／失った」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"lost = 道に迷った／失った
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,lost,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q09,SET05,9,短句填空,sentence_fill,,The movie was so (____) that many people laughed from beginning to end.,その映画はとても（　）だったので、多くの人が最初から最後まで笑いました。,weak,funny,square,deep,弱い,おもしろい,四角い,深い,B,funny,おもしろい,文脈から「funny」が最も自然です。意味は「おもしろい」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"funny = おもしろい
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,funny,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q10,SET05,10,短句填空,sentence_fill,,The teacher asked the students to (____) their names at the top of the paper.,The teacher asked the students to （　） their names at the top of the paper.,taste,write,carry,invite,taste,write,carry,invite,B,write,write,文脈から「write」が最も自然です。意味は「write」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"write = write
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,write,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q11,SET05,11,对话完成,dialogue_completion,,"A: Dad, may I use the computer?
B: Did you finish your homework first?
A: Yes, I finished it a few minutes ago.
B: (____)","次の会話を完成させなさい。
A： Dad, may I use the computer?
B： Did you finish your homework first?
A： Yes, I finished it a few minutes ago.
B： （　）",I like your new shoes.,"No, we need more milk.",All right. You can use it for thirty minutes.,The train was late.,あなたの新しい靴が好きです。,いいえ、もっと牛乳が必要です。,いいですよ。30分使ってよいです。,電車が遅れました。,C,All right. You can use it for thirty minutes.,いいですよ。30分使ってよいです。,会話の流れに合う返事は「All right. You can use it for thirty minutes.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = All right. You can use it for thirty minutes.（いいですよ。30分使ってよいです。）",EIKEN_Pre2,home,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET05-Q12,SET05,12,对话完成,dialogue_completion,,"A: I’m looking for a book about space.
B: Children’s books or adult books?
A: Children’s books, please.
B: (____)","次の会話を完成させなさい。
A： I’m looking for a book about space.
B： Children’s books or adult books?
A： Children’s books, please.
B： （　）",My brother plays tennis.,The bus leaves at noon.,They are on the second shelf near the window.,I will take the blue one.,私の兄はテニスをします。,バスは正午に出発します。,窓の近くの2番目の棚にあります。,青いものにします。,C,They are on the second shelf near the window.,窓の近くの2番目の棚にあります。,会話の流れに合う返事は「They are on the second shelf near the window.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = They are on the second shelf near the window.（窓の近くの2番目の棚にあります。）",EIKEN_Pre2,library,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
