ID,English,词性,日文释义,中文翻译,英文例句,例句日文,例句中文,熟语/搭配,重要度,复习次数,错误次数,出现频率,反义词,反义词日语翻译,近义词,近义词日语翻译
0430,exhibit,动词,展示する,展示,The museum exhibited old paintings.,その博物館は古い絵を展示した。,博物馆展出了古画。,exhibit artwork,B,0,0,B,hide,隠す,show; display,展示する；見せる
0431,fill,动词,満たす,装满；填满,Please fill the bottle with water.,その瓶を水で満たしてください。,请把瓶子装满水。,fill A with B,B,0,0,B,empty,空の,make full; put in,満たす；入れる
0432,flow,动词,流れる,流动,The river flows through the town.,その川は町を流れている。,那条河流经城镇。,flow through,B,0,0,B,stop,止まる,move like water,流れる
0433,forgive,动词,許す,原谅,Please forgive me for being late.,遅れてしまって許してください。,请原谅我迟到了。,forgive A for B,B,0,0,B,blame; punish,責める；罰する,excuse; pardon,許す；容赦する
0434,freeze,动词,凍る；凍らせる,结冰；冻结,The lake froze in winter.,その湖は冬に凍った。,那个湖冬天结冰了。,freeze solid,B,0,0,B,melt,溶ける,become ice; stop,凍る；止める
0435,hire,动词,雇う,雇用,The company hired a new engineer.,その会社は新しい技術者を雇った。,那家公司雇了一名新工程师。,hire a worker,B,0,0,B,fire; dismiss,解雇する；解雇する,employ; take on,雇う；採用する
0436,hunt,动词,狩る；探す,打猎；寻找,They hunted for a lost key.,彼らはなくした鍵を探した。,他们寻找丢失的钥匙。,hunt for,B,0,0,B,protect,守る,look for; chase,探す；狩る
0437,impress,动词,感動させる,给……留下深刻印象,Her speech impressed the audience.,彼女のスピーチは聴衆に感銘を与えた。,她的演讲打动了观众。,be impressed with,B,0,0,B,disappoint,失望させる,amaze; move,感動させる；印象づける
0438,injure,动词,傷つける,使受伤,He injured his knee during practice.,彼は練習中に膝をけがした。,他在练习中弄伤了膝盖。,be injured in,B,0,0,B,heal,治す,hurt; wound,傷つける；けがをさせる
0439,judge,动词,判断する；裁く,判断；审判,Don't judge people by their clothes.,服装で人を判断してはいけない。,不要以衣着判断别人。,judge by,B,0,0,B,judge wrongly,誤って判断する,decide; think,判断する；判定する
0440,lift,动词,持ち上げる,举起；抬起,Can you lift this heavy box?,この重い箱を持ち上げられますか。,你能抬起这个重箱子吗？,lift a box,B,0,0,B,lower,下げる,raise; pick up,持ち上げる；上げる
0441,locate,动词,位置を突き止める；置く,定位；放置,The map helped us locate the hotel.,地図はホテルの場所を見つけるのに役立った。,地图帮助我们找到了酒店位置。,be located in,B,0,0,B,lose,失う,find; place,見つける；置く
0442,measure,动词,測る,测量,We measured the length of the room.,私たちは部屋の長さを測った。,我们测量了房间的长度。,measure exactly,B,0,0,B,guess,推測する,find size; check,測る；測定する
0443,memorize,动词,暗記する,记住；背诵,I memorized the poem for class.,私は授業のためにその詩を暗記した。,我为课堂背下了那首诗。,memorize a poem,B,0,0,B,forget,忘れる,learn by heart; remember,暗記する；覚える
0444,park,动词,駐車する,停车,You can park your car here.,ここに車を駐車できます。,你可以把车停在这里。,park a car,B,0,0,B,move,動く,leave a car,駐車する
0445,pour,动词,注ぐ,倒；注入,She poured tea into the cup.,彼女はカップにお茶を注いだ。,她把茶倒进杯子里。,pour A into B,B,0,0,B,spill?,こぼす（要確認）,put liquid; flow,注ぐ；流れる
0446,press,动词,押す；アイロンをかける,按；压,Press the button to start.,始めるにはボタンを押してください。,按下按钮开始。,press a button,B,0,0,B,release,解放する,push; force,押す；迫る
0447,prevent,动词,防ぐ,防止,This medicine helps prevent colds.,この薬は風邪を防ぐのに役立つ。,这种药有助于预防感冒。,prevent an accident,B,0,0,B,allow; permit,許す；許可する,stop; keep from,止める；防ぐ
0448,provide,动词,供給する,提供,The school provides lunch for students.,学校は生徒に昼食を提供する。,学校为学生提供午餐。,provide A with B,B,0,0,B,hold back,抑える,give; supply,与える；提供する
0449,pull,动词,引く,拉,Pull the door to open it.,ドアを開けるには引いてください。,拉门打开。,pull a rope,B,0,0,B,push,押す,draw; drag,引く；引っ張る
0450,push,动词,押す,推；按,Don't push the door too hard.,ドアを強く押しすぎないでください。,不要太用力推门。,push a button,B,0,0,B,pull,引く,press; move forward,押す；進める
0451,recycle,动词,再利用する,回收利用,We recycle plastic bottles at school.,私たちは学校でペットボトルをリサイクルしている。,我们在学校回收塑料瓶。,recycle bottles,B,0,0,B,discard,捨てる,use again,再利用する
0452,reduce,动词,減らす,减少；降低,We should reduce food waste.,私たちは食品ロスを減らすべきだ。,我们应该减少食物浪费。,reduce a price,B,0,0,B,increase,増える,decrease; cut,減らす；下げる
0453,remove,动词,取り除く；移動させる,移除；移动,Please remove your shoes here.,ここで靴を脱いでください。,请在这里脱鞋。,remove a cover,B,0,0,B,add; attach,加える；取り付ける,take away; move,取り除く；移す
0454,repeat,动词,繰り返す,重复,Could you repeat the question?,質問を繰り返していただけますか。,你能重复一下问题吗？,repeat a sentence,B,0,0,B,stop,止まる,say again; do again,繰り返す；再び行う
0455,replace,动词,取り換える,替换；更换,We replaced the old chair with a new one.,私たちは古い椅子を新しいものと取り替えた。,我们把旧椅子换成了新的。,replace A with B,B,0,0,B,keep,保つ,change; put back,取り替える；戻す
0456,require,动词,必要とする,需要,This job requires time and money.,この仕事には時間とお金が必要だ。,这项工作需要时间和金钱。,require effort,B,0,0,B,do without,〜なしで済ます,need; ask for,必要とする；求める
0457,retire,动词,退職する,退休；退役,My grandfather retired last year.,祖父は去年退職した。,我祖父去年退休了。,retire from,B,0,0,B,work,働く,stop working,退職する；引退する
0458,ring,动词,鳴る；鳴らす,响；鸣响,The bell rang at noon.,正午にベルが鳴った。,铃在中午响了。,ring a bell,B,0,0,B,silence,静けさ,sound; call,鳴る；電話する
0459,scream,动词,叫ぶ,尖叫,The child screamed for help.,その子どもは助けを求めて叫んだ。,那个孩子大声呼救。,scream for help,B,0,0,B,whisper,ささやく,shout; cry,叫ぶ；悲鳴を上げる
0460,shout,动词,叫ぶ；大声で言う,喊叫,Don't shout in the library.,図書館で叫ばないでください。,不要在图书馆大喊。,shout loudly,B,0,0,B,whisper,ささやく,yell; call out,叫ぶ；大声で言う
0461,stare,动词,じっと見る,凝视；盯着看,He stared at the strange animal.,彼はその不思議な動物をじっと見た。,他盯着那只奇怪的动物看。,stare at,B,0,0,B,glance,ちらっと見る,look; gaze,見つめる；じっと見る
0462,suggest,动词,提案する；示唆する,建议；暗示,She suggested studying together.,彼女は一緒に勉強することを提案した。,她建议一起学习。,suggest doing,B,0,0,B,oppose,反対する,advise; propose,提案する；勧める
0463,survive,动词,生き残る,幸存；生存,The plants survived the cold winter.,その植物は寒い冬を生き延びた。,那些植物熬过了寒冬。,survive without,B,0,0,B,die,死ぬ,live; stay alive,生き残る；生存する
0464,touch,动词,触れる；感動させる,触摸；感动,Please don't touch the picture.,その絵に触らないでください。,请不要碰那幅画。,touch a picture,B,0,0,B,avoid,避ける,feel; move,触れる；感動させる
0465,trap,动词,閉じ込める；わなで捕らえる,困住；捕获,The cat was trapped in the building.,猫は建物の中に閉じ込められた。,猫被困在建筑物里。,be trapped in,B,0,0,B,release,解放する,catch; hold,捕まえる；閉じ込める
0466,treat,动词,扱う；治療する,对待；治疗,Treat him like a child.,彼を子どものように扱いなさい。,像对待孩子一样对待他。,treat A like B,B,0,0,B,mistreat,虐待する,deal with; cure,扱う；治療する
0467,trust,动词,信用する,信任,You can trust me.,私を信頼していいですよ。,你可以相信我。,trust someone,B,0,0,B,not trust,信頼しない,believe; rely on,信じる；頼る
0468,volunteer,动词,志願する,志愿做；自愿,She volunteered at the hospital.,彼女は病院でボランティアをした。,她在医院做志愿者。,volunteer at,B,0,0,B,refuse,断る,offer; help freely,申し出る；志願する
0469,act,动词,行動する；演じる,行动；表演,He acted in a school play.,彼は学校の劇で演じた。,他在学校戏剧中表演。,act in a play,B,0,0,B,idle,怠けた,do; behave,行動する；ふるまう
0470,admit,动词,認める；入学を許可する,承认；准许进入,He admitted his mistake.,彼は自分の間違いを認めた。,他承认了自己的错误。,admit doing,B,0,0,B,deny,否定する,accept; let in,認める；入れる
0471,advertise,动词,宣伝する,宣传；做广告,They advertised a new product online.,彼らは新製品をオンラインで宣伝した。,他们在网上宣传新产品。,advertise a product,B,0,0,B,hide,隠す,promote; make known,宣伝する；知らせる
