set_no,set_title,question_no_in_set,global_question_id,question_type,question_text,choice_1,choice_2,choice_3,choice_4,correct_choice_no,correct_answer,explanation_cn,target_word,part_of_speech,jp_meaning,cn_meaning,collocation,source_basis,child_answer,auto_result_formula,attempt_count,wrong_count,error_rate_formula,last_practiced_date,last_wrong_date,status,notes
34,EIKEN Pre-2 Practice Set 34,7,337,会话补全,"A: Do you want to watch a movie tonight?
B: I'd like to, but I have a lot of homework.
A: _____
B: Good idea. Let's watch one this weekend.",You should stop studying forever.,This movie started yesterday.,How about watching one on Saturday?,I bought some vegetables.,3,How about watching one on Saturday?,今天不行，所以提议周六看最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T338="""","""",IF(T338=K338,""○"",""×""))",0,0,"=IF(V338=0,"""",W338/V338)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,8,338,语句补全・语法,Ken is looking forward to _____ his cousin next week.,seeing,saw,see,seen,1,seeing,look forward to 后面接动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T339="""","""",IF(T339=K339,""○"",""×""))",0,0,"=IF(V339=0,"""",W339/V339)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,9,339,语句补全・语法,This is the park _____ we played soccer last Sunday.,who,which,whose,where,4,where,表示地点的关系副词用 where。,,,,,,generated_from_pre2_pattern,,"=IF(T340="""","""",IF(T340=K340,""○"",""×""))",0,0,"=IF(V340=0,"""",W340/V340)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,10,340,短文空所補充,"Mika wanted to improve her English listening skills. She began listening to short English stories every night before bed. At first, she understood only a few words. After two months, she could understand most of the stories. She was happy because her daily practice helped her.

(Blank) Mika improved her listening because she _____.",moved to another country,bought a new bed,stopped reading books,practiced every night,4,practiced every night,每天晚上练习听英语，所以听力提高。,,,,,,generated_from_pre2_pattern,,"=IF(T341="""","""",IF(T341=K341,""○"",""×""))",0,0,"=IF(V341=0,"""",W341/V341)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,1,341,词汇・熟语四选一,He went to Hawaii on a _____.,examination,homestay,network,meal,2,homestay,正确答案是 homestay，意思是：寄宿家庭；家庭寄宿。例句考查：go on a homestay。,homestay,名词,ホームステイ,寄宿家庭；家庭寄宿,go on a homestay,uploaded_vocab_database,,"=IF(T342="""","""",IF(T342=K342,""○"",""×""))",0,0,"=IF(V342=0,"""",W342/V342)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,2,342,词汇・熟语四选一,"Give me a hand, _____.",honey,while,secret,choice,1,honey,正确答案是 honey，意思是：亲爱的；蜂蜜。例句考查：give me a hand。,honey,名词,あなた、おまえ、はちみつ,亲爱的；蜂蜜,give me a hand,uploaded_vocab_database,,"=IF(T343="""","""",IF(T343=K343,""○"",""×""))",0,0,"=IF(V343=0,"""",W343/V343)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,3,343,词汇・熟语四选一,Her _____ works at a hospital.,freedom,husband,temperature,actor,2,husband,正确答案是 husband，意思是：丈夫。例句考查：husband and wife。,husband,名词,夫,丈夫,husband and wife,uploaded_vocab_database,,"=IF(T344="""","""",IF(T344=K344,""○"",""×""))",0,0,"=IF(V344=0,"""",W344/V344)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,4,344,词汇・熟语四选一,I have a good _____ for our project.,government,idea,moment,middle,2,idea,正确答案是 idea，意思是：想法；主意。例句考查：come up with a good idea。,idea,名词,考え、思いつき、アイデア,想法；主意,come up with a good idea,uploaded_vocab_database,,"=IF(T345="""","""",IF(T345=K345,""○"",""×""))",0,0,"=IF(V345=0,"""",W345/V345)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,5,345,词汇・熟语四选一,The automobile _____ is important in Japan.,crocodile,restroom,aquarium,industry,4,industry,正确答案是 industry，意思是：产业；工业。例句考查：automobile industry。,industry,名词,産業、工業,产业；工业,automobile industry,uploaded_vocab_database,,"=IF(T346="""","""",IF(T346=K346,""○"",""×""))",0,0,"=IF(V346=0,"""",W346/V346)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,6,346,会话补全,"A: This box is too heavy for me.
B: _____
A: Thank you. That's very kind of you.",I read that book twice.,It is raining outside.,I want to buy a ticket.,I'll help you carry it.,4,I'll help you carry it.,对方搬不动箱子时，提出帮忙搬。,,,,,,generated_from_pre2_pattern,,"=IF(T347="""","""",IF(T347=K347,""○"",""×""))",0,0,"=IF(V347=0,"""",W347/V347)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,7,347,会话补全,"A: What should we give Ms. Green for her birthday?
B: _____ She loves flowers.
A: Great idea.",The room is too cold.,I don't know her name.,How about some flowers?,Let's cancel the party.,3,How about some flowers?,后面说她喜欢花，所以提议送花。,,,,,,generated_from_pre2_pattern,,"=IF(T348="""","""",IF(T348=K348,""○"",""×""))",0,0,"=IF(V348=0,"""",W348/V348)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,8,348,语句补全・语法,I have lived in Yokohama _____ I was six years old.,until,since,during,for,2,since,since + 过去时间点/从句。,,,,,,generated_from_pre2_pattern,,"=IF(T349="""","""",IF(T349=K349,""○"",""×""))",0,0,"=IF(V349=0,"""",W349/V349)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,9,349,语句补全・语法,The cake was made _____ my sister.,of,from,by,with,3,by,被动语态中动作执行者用 by。,,,,,,generated_from_pre2_pattern,,"=IF(T350="""","""",IF(T350=K350,""○"",""×""))",0,0,"=IF(V350=0,"""",W350/V350)",,,未练习,
35,EIKEN Pre-2 Practice Set 35,10,350,短文空所補充,"A small town had a problem with trash in the park. Some students decided to clean the park every Saturday morning. At first, only five students came, but more people joined after seeing their work. After three months, the park became much cleaner.

(Blank) More people joined the students after they _____.",closed the park,saw the students' work,moved to a big city,lost their homework,2,saw the students' work,看到学生们的行动后，更多人加入。,,,,,,generated_from_pre2_pattern,,"=IF(T351="""","""",IF(T351=K351,""○"",""×""))",0,0,"=IF(V351=0,"""",W351/V351)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,1,351,词汇・熟语四选一,Please give me more _____ about the event.,information,area,coach,cattle,1,information,正确答案是 information，意思是：信息。例句考查：a piece of information。,information,名词,情報,信息,a piece of information,uploaded_vocab_database,,"=IF(T352="""","""",IF(T352=K352,""○"",""×""))",0,0,"=IF(V352=0,"""",W352/V352)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,2,352,词汇・熟语四选一,Please stay _____ during the storm.,inside,vegetable,advice,beauty,1,inside,正确答案是 inside，意思是：在里面；里面。例句考查：stay inside。,inside,副词/名词,中に；内側に,在里面；里面,stay inside,uploaded_vocab_database,,"=IF(T353="""","""",IF(T353=K353,""○"",""×""))",0,0,"=IF(V353=0,"""",W353/V353)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,3,353,词汇・熟语四选一,We saw a _____ by the sea.,level,lighthouse,death,chemistry,2,lighthouse,正确答案是 lighthouse，意思是：灯塔。例句考查：a lighthouse keeper。,lighthouse,名词,灯台,灯塔,a lighthouse keeper,uploaded_vocab_database,,"=IF(T354="""","""",IF(T354=K354,""○"",""×""))",0,0,"=IF(V354=0,"""",W354/V354)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,4,354,词汇・熟语四选一,Good _____ with your exam.,luck,ceremony,furniture,favor,1,luck,正确答案是 luck，意思是：运气；幸运。例句考查：Good luck。,luck,名词,幸運、運,运气；幸运,Good luck,uploaded_vocab_database,,"=IF(T355="""","""",IF(T355=K355,""○"",""×""))",0,0,"=IF(V355=0,"""",W355/V355)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,5,355,词汇・熟语四选一,"May I help you, _____?",nation,charge,information,ma'am,4,ma'am,"正确答案是 ma'am，意思是：女士；夫人。例句考查：May I help you, ma'am?。",ma'am,名词,奥様、お嬢様、先生,女士；夫人,"May I help you, ma'am?",uploaded_vocab_database,,"=IF(T356="""","""",IF(T356=K356,""○"",""×""))",0,0,"=IF(V356=0,"""",W356/V356)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,6,356,会话补全,"A: I'm going to the library after school. Do you want to come with me?
B: Sorry, I can't. I have to help my mother cook dinner.
A: That's OK. _____
B: Maybe tomorrow.",I'll ask you again later.,I don't like cooking.,You should buy a book.,The library is closed.,1,I'll ask you again later.,对方今天不能去，所以'下次再问你'最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T357="""","""",IF(T357=K357,""○"",""×""))",0,0,"=IF(V357=0,"""",W357/V357)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,7,357,会话补全,"A: Excuse me. Could you tell me how to get to the station?
B: Sure. Go straight and turn right at the next corner.
A: Thank you. Is it far from here?
B: No, _____",I prefer trains to buses.,you should practice more.,it takes about five minutes on foot.,I lost my ticket yesterday.,3,it takes about five minutes on foot.,回答距离远近时，用步行大约几分钟很自然。,,,,,,generated_from_pre2_pattern,,"=IF(T358="""","""",IF(T358=K358,""○"",""×""))",0,0,"=IF(V358=0,"""",W358/V358)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,8,358,语句补全・语法,"If it rains tomorrow, we _____ at home.",will stay,have stayed,stayed,stay,1,will stay,条件状语从句用现在时，主句用 will。,,,,,,generated_from_pre2_pattern,,"=IF(T359="""","""",IF(T359=K359,""○"",""×""))",0,0,"=IF(V359=0,"""",W359/V359)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,9,359,语句补全・语法,I have never _____ such a beautiful lake before.,seen,see,saw,seeing,1,seen,现在完成 have never + 过去分词。,,,,,,generated_from_pre2_pattern,,"=IF(T360="""","""",IF(T360=K360,""○"",""×""))",0,0,"=IF(V360=0,"""",W360/V360)",,,未练习,
36,EIKEN Pre-2 Practice Set 36,10,360,短文空所補充,"Yuki's grandfather grows vegetables in his garden. During summer vacation, Yuki helped him water the plants every morning. She learned that tomatoes need a lot of sunlight and water. At the end of summer, they picked many tomatoes and made salad together.

(Blank) Yuki learned that tomatoes need _____.",sunlight and water,snow and strong wind,tickets and maps,music and books,1,sunlight and water,文章说明番茄需要阳光和水。,,,,,,generated_from_pre2_pattern,,"=IF(T361="""","""",IF(T361=K361,""○"",""×""))",0,0,"=IF(V361=0,"""",W361/V361)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,1,361,词汇・熟语四选一,We watched a tennis _____ on TV.,match,horror,appointment,homestay,1,match,正确答案是 match，意思是：比赛。例句考查：a tennis match。,match,名词,試合,比赛,a tennis match,uploaded_vocab_database,,"=IF(T362="""","""",IF(T362=K362,""○"",""×""))",0,0,"=IF(V362=0,"""",W362/V362)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,2,362,词汇・熟语四选一,This _____ is soft and light.,material,traffic,housework,space,1,material,正确答案是 material，意思是：材料；布料；资料。例句考查：material cost。,material,名词,材料、生地、資料,材料；布料；资料,material cost,uploaded_vocab_database,,"=IF(T363="""","""",IF(T363=K363,""○"",""×""))",0,0,"=IF(V363=0,"""",W363/V363)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,3,363,词汇・熟语四选一,The citizens elected her _____.,lighthouse,mayor,visitor,service,2,mayor,正确答案是 mayor，意思是：市长。例句考查：elect a mayor。,mayor,名词,市長,市长,elect a mayor,uploaded_vocab_database,,"=IF(T364="""","""",IF(T364=K364,""○"",""×""))",0,0,"=IF(V364=0,"""",W364/V364)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,4,364,词汇・熟语四选一,We prepared a warm _____ for the guests.,crocodile,expert,sailor,meal,4,meal,正确答案是 meal，意思是：餐；饭。例句考查：have a meal。,meal,名词,食事,餐；饭,have a meal,uploaded_vocab_database,,"=IF(T365="""","""",IF(T365=K365,""○"",""×""))",0,0,"=IF(V365=0,"""",W365/V365)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,5,365,词汇・熟语四选一,This teaching _____ is easy to understand.,variety,principal,method,couple,3,method,正确答案是 method，意思是：方法。例句考查：a teaching method。,method,名词,方法,方法,a teaching method,uploaded_vocab_database,,"=IF(T366="""","""",IF(T366=K366,""○"",""×""))",0,0,"=IF(V366=0,"""",W366/V366)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,6,366,会话补全,"A: You look worried. What's wrong?
B: I can't find my science notebook.
A: _____
B: Thanks. I remember I used it in the classroom.",Let's look for it together.,The bus will arrive soon.,I don't enjoy science.,This notebook is expensive.,1,Let's look for it together.,对方找不到东西时，主动提出一起找最合适。,,,,,,generated_from_pre2_pattern,,"=IF(T367="""","""",IF(T367=K367,""○"",""×""))",0,0,"=IF(V367=0,"""",W367/V367)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,7,367,会话补全,"A: How was your weekend?
B: It was great. I visited my grandparents.
A: _____
B: Yes. We cooked dinner together.",Can I borrow your pencil?,Where is my umbrella?,You should be quiet.,Did you have a good time?,4,Did you have a good time?,B说周末很棒，所以询问是否玩得开心最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T368="""","""",IF(T368=K368,""○"",""×""))",0,0,"=IF(V368=0,"""",W368/V368)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,8,368,语句补全・语法,English is spoken _____ many countries.,on,by,in,at,3,in,国家、地区前通常用 in。,,,,,,generated_from_pre2_pattern,,"=IF(T369="""","""",IF(T369=K369,""○"",""×""))",0,0,"=IF(V369=0,"""",W369/V369)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,9,369,语句补全・语法,My brother is taller _____ I am.,as,to,than,from,3,than,比较级 + than。,,,,,,generated_from_pre2_pattern,,"=IF(T370="""","""",IF(T370=K370,""○"",""×""))",0,0,"=IF(V370=0,"""",W370/V370)",,,未练习,
37,EIKEN Pre-2 Practice Set 37,10,370,短文空所補充,"David wanted to buy a present for his mother. He did not have much money, so he made a photo album by himself. He put family pictures and short messages in it. His mother was very happy because the present was full of memories.

(Blank) David made a photo album because _____.",the store was very noisy,he lost all family photos,his mother disliked pictures,he did not have much money,4,he did not have much money,因为钱不多，所以自己做相册。,,,,,,generated_from_pre2_pattern,,"=IF(T371="""","""",IF(T371=K371,""○"",""×""))",0,0,"=IF(V371=0,"""",W371/V371)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,1,371,词汇・熟语四选一,The phone rang in the _____ of the night.,dinosaur,clothes,middle,flight,3,middle,正确答案是 middle，意思是：中间。例句考查：in the middle of。,middle,名词,真ん中,中间,in the middle of,uploaded_vocab_database,,"=IF(T372="""","""",IF(T372=K372,""○"",""×""))",0,0,"=IF(V372=0,"""",W372/V372)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,2,372,词汇・熟语四选一,A few _____ people visited the city.,reason,state,million,government,3,million,正确答案是 million，意思是：百万；许多。例句考查：a few million。,million,名词,百万、数百万,百万；许多,a few million,uploaded_vocab_database,,"=IF(T373="""","""",IF(T373=K373,""○"",""×""))",0,0,"=IF(V373=0,"""",W373/V373)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,3,373,词汇・熟语四选一,I bought a _____ of Tokyo Tower.,crocodile,husband,miniature,activity,3,miniature,正确答案是 miniature，意思是：微型模型；小型物。例句考查：a miniature of。,miniature,名词,ミニチュア、小型模型,微型模型；小型物,a miniature of,uploaded_vocab_database,,"=IF(T374="""","""",IF(T374=K374,""○"",""×""))",0,0,"=IF(V374=0,"""",W374/V374)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,4,374,词汇・熟语四选一,Everyone can make a _____.,sunrise,ceremony,mistake,countryside,3,mistake,正确答案是 mistake，意思是：错误。例句考查：make a mistake。,mistake,名词,間違い、誤り,错误,make a mistake,uploaded_vocab_database,,"=IF(T375="""","""",IF(T375=K375,""○"",""×""))",0,0,"=IF(V375=0,"""",W375/V375)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,5,375,词汇・熟语四选一,Please wait a _____.,planet,voyage,plenty,moment,4,moment,正确答案是 moment，意思是：瞬间；时刻。例句考查：in a moment。,moment,名词,瞬間、時点,瞬间；时刻,in a moment,uploaded_vocab_database,,"=IF(T376="""","""",IF(T376=K376,""○"",""×""))",0,0,"=IF(V376=0,"""",W376/V376)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,6,376,会话补全,"A: May I use your dictionary for a minute?
B: Sure. _____
A: Thanks. I'll give it back soon.",I missed the train.,That's too far.,It sounds dangerous.,Here you are.,4,Here you are.,借东西时递给对方用 Here you are。,,,,,,generated_from_pre2_pattern,,"=IF(T377="""","""",IF(T377=K377,""○"",""×""))",0,0,"=IF(V377=0,"""",W377/V377)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,7,377,会话补全,"A: I'm sorry I'm late. The bus was crowded.
B: That's all right. _____
A: Good. Let's start our homework.",I have never seen a bus.,This cake tastes sweet.,The weather was very hot.,We still have enough time.,4,We still have enough time.,对方迟到时，说明还有时间，符合上下文。,,,,,,generated_from_pre2_pattern,,"=IF(T378="""","""",IF(T378=K378,""○"",""×""))",0,0,"=IF(V378=0,"""",W378/V378)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,8,378,语句补全・语法,Could you tell me _____ the nearest station is?,who,where,whose,what,2,where,间接疑问句询问地点用 where。,,,,,,generated_from_pre2_pattern,,"=IF(T379="""","""",IF(T379=K379,""○"",""×""))",0,0,"=IF(V379=0,"""",W379/V379)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,9,379,语句补全・语法,There are many things _____ we can do to help the environment.,that,when,who,where,1,that,things 作先行词时可用 that。,,,,,,generated_from_pre2_pattern,,"=IF(T380="""","""",IF(T380=K380,""○"",""×""))",0,0,"=IF(V380=0,"""",W380/V380)",,,未练习,
38,EIKEN Pre-2 Practice Set 38,10,380,短文空所補充,"Sara's class visited a science museum. The guide showed them a robot that could answer simple questions. Sara asked the robot about space, and it gave a short answer. She thought technology was interesting and decided to read more about robots.

(Blank) Sara became interested in robots after _____.",playing soccer outside,forgetting her notebook,visiting the science museum,cooking dinner at home,3,visiting the science museum,参观科学博物馆后，她对机器人感兴趣。,,,,,,generated_from_pre2_pattern,,"=IF(T381="""","""",IF(T381=K381,""○"",""×""))",0,0,"=IF(V381=0,"""",W381/V381)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,1,381,词汇・熟语四选一,We should live in harmony with _____.,nature,track,bill,research,1,nature,正确答案是 nature，意思是：自然；性质。例句考查：in harmony with nature。,nature,名词,自然、性質,自然；性质,in harmony with nature,uploaded_vocab_database,,"=IF(T382="""","""",IF(T382=K382,""○"",""×""))",0,0,"=IF(V382=0,"""",W382/V382)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,2,382,词汇・熟语四选一,My uncle served in the _____.,engineer,navy,method,advertisement,2,navy,正确答案是 navy，意思是：海军。例句考查：the U.S. Navy。,navy,名词,海軍,海军,the U.S. Navy,uploaded_vocab_database,,"=IF(T383="""","""",IF(T383=K383,""○"",""×""))",0,0,"=IF(V383=0,"""",W383/V383)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,3,383,词汇・熟语四选一,My _____ is very nice.,neighbor,photographer,audience,instrument,1,neighbor,正确答案是 neighbor，意思是：邻居。例句考查：a nice neighbor。,neighbor,名词,隣人、近所の人,邻居,a nice neighbor,uploaded_vocab_database,,"=IF(T384="""","""",IF(T384=K384,""○"",""×""))",0,0,"=IF(V384=0,"""",W384/V384)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,4,384,词汇・熟语四选一,The company built an information _____.,reservation,network,victory,figure,2,network,正确答案是 network，意思是：网络。例句考查：an information network。,network,名词,網状組織、ネットワーク,网络,an information network,uploaded_vocab_database,,"=IF(T385="""","""",IF(T385=K385,""○"",""×""))",0,0,"=IF(V385=0,"""",W385/V385)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,5,385,词汇・熟语四选一,I read a historical _____ last week.,fee,spirit,ballet,novel,4,novel,正确答案是 novel，意思是：小说。例句考查：a historical novel。,novel,名词,小説,小说,a historical novel,uploaded_vocab_database,,"=IF(T386="""","""",IF(T386=K386,""○"",""×""))",0,0,"=IF(V386=0,"""",W386/V386)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,6,386,会话补全,"A: I got a new bike yesterday.
B: Really? _____
A: Blue. It's my favorite color.",What color is it?,When is the test?,How old is your sister?,Why did you open the window?,1,What color is it?,回答是Blue，所以问题应问颜色。,,,,,,generated_from_pre2_pattern,,"=IF(T387="""","""",IF(T387=K387,""○"",""×""))",0,0,"=IF(V387=0,"""",W387/V387)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,7,387,会话补全,"A: Do you want to watch a movie tonight?
B: I'd like to, but I have a lot of homework.
A: _____
B: Good idea. Let's watch one this weekend.",I bought some vegetables.,How about watching one on Saturday?,This movie started yesterday.,You should stop studying forever.,2,How about watching one on Saturday?,今天不行，所以提议周六看最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T388="""","""",IF(T388=K388,""○"",""×""))",0,0,"=IF(V388=0,"""",W388/V388)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,8,388,语句补全・语法,I was surprised _____ the news.,to,with,for,at,4,at,be surprised at 表示'对……感到惊讶'。,,,,,,generated_from_pre2_pattern,,"=IF(T389="""","""",IF(T389=K389,""○"",""×""))",0,0,"=IF(V389=0,"""",W389/V389)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,9,389,语句补全・语法,She asked me _____ I liked Japanese food.,what,where,who,if,4,if,asked me if... 表示'问我是否……'。,,,,,,generated_from_pre2_pattern,,"=IF(T390="""","""",IF(T390=K390,""○"",""×""))",0,0,"=IF(V390=0,"""",W390/V390)",,,未练习,
39,EIKEN Pre-2 Practice Set 39,10,390,短文空所補充,"Hiro and his friends planned a picnic. On Friday night, the weather report said it would rain on Saturday. They changed the plan and had lunch at Hiro's house instead. They played games and enjoyed the day, even though they could not go to the park.

(Blank) They had lunch at Hiro's house because _____.",they wanted to ride bikes,it was going to rain,the park was too beautiful,Hiro lost his shoes,2,it was going to rain,天气预报说会下雨，所以改在家里。,,,,,,generated_from_pre2_pattern,,"=IF(T391="""","""",IF(T391=K391,""○"",""×""))",0,0,"=IF(V391=0,"""",W391/V391)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,1,391,词汇・熟语四选一,My grandfather had an _____ last year.,husband,graduation,education,operation,4,operation,正确答案是 operation，意思是：手术；操作。例句考查：have an operation。,operation,名词,手術、操作,手术；操作,have an operation,uploaded_vocab_database,,"=IF(T392="""","""",IF(T392=K392,""○"",""×""))",0,0,"=IF(V392=0,"""",W392/V392)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,2,392,词汇・熟语四选一,She works for an international _____.,grandparent,silence,explorer,organization,4,organization,正确答案是 organization，意思是：组织；团体。例句考查：set up an organization。,organization,名词,組織、団体,组织；团体,set up an organization,uploaded_vocab_database,,"=IF(T393="""","""",IF(T393=K393,""○"",""×""))",0,0,"=IF(V393=0,"""",W393/V393)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,3,393,词汇・熟语四选一,The children played _____ after lunch.,spray,chef,earthquake,outside,4,outside,正确答案是 outside，意思是：外面；在外面。例句考查：outside the house。,outside,副词/名词,外に；外側,外面；在外面,outside the house,uploaded_vocab_database,,"=IF(T394="""","""",IF(T394=K394,""○"",""×""))",0,0,"=IF(V394=0,"""",W394/V394)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,4,394,词汇・熟语四选一,The _____ of this restaurant is very kind.,owner,decision,coach,custom,1,owner,正确答案是 owner，意思是：所有者；主人。例句考查：the owner of this restaurant。,owner,名词,所有者,所有者；主人,the owner of this restaurant,uploaded_vocab_database,,"=IF(T395="""","""",IF(T395=K395,""○"",""×""))",0,0,"=IF(V395=0,"""",W395/V395)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,5,395,词汇・熟语四选一,The _____ waited quietly on the train.,passenger,technique,aquarium,sale,1,passenger,正确答案是 passenger，意思是：乘客。例句考查：a passenger list。,passenger,名词,乗客,乘客,a passenger list,uploaded_vocab_database,,"=IF(T396="""","""",IF(T396=K396,""○"",""×""))",0,0,"=IF(V396=0,"""",W396/V396)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,6,396,会话补全,"A: This box is too heavy for me.
B: _____
A: Thank you. That's very kind of you.",I want to buy a ticket.,It is raining outside.,I'll help you carry it.,I read that book twice.,3,I'll help you carry it.,对方搬不动箱子时，提出帮忙搬。,,,,,,generated_from_pre2_pattern,,"=IF(T397="""","""",IF(T397=K397,""○"",""×""))",0,0,"=IF(V397=0,"""",W397/V397)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,7,397,会话补全,"A: What should we give Ms. Green for her birthday?
B: _____ She loves flowers.
A: Great idea.",Let's cancel the party.,How about some flowers?,I don't know her name.,The room is too cold.,2,How about some flowers?,后面说她喜欢花，所以提议送花。,,,,,,generated_from_pre2_pattern,,"=IF(T398="""","""",IF(T398=K398,""○"",""×""))",0,0,"=IF(V398=0,"""",W398/V398)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,8,398,语句补全・语法,The boy _____ under the tree is my friend.,stood,to stand,standing,stand,3,standing,现在分词短语作后置修饰。,,,,,,generated_from_pre2_pattern,,"=IF(T399="""","""",IF(T399=K399,""○"",""×""))",0,0,"=IF(V399=0,"""",W399/V399)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,9,399,语句补全・语法,You should finish your homework before _____ outside.,going,to go,went,go,1,going,介词 before 后接动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T400="""","""",IF(T400=K400,""○"",""×""))",0,0,"=IF(V400=0,"""",W400/V400)",,,未练习,
40,EIKEN Pre-2 Practice Set 40,10,400,短文空所補充,"Nina often forgot new English words after learning them. Her teacher told her to use each word in a sentence. Nina started writing three sentences every day. Soon, she remembered words more easily because she used them many times.

(Blank) Nina remembered words more easily by _____.",throwing away her notebook,sleeping in class,reading no English,using them in sentences,4,using them in sentences,把单词用于句子中，能帮助记忆。,,,,,,generated_from_pre2_pattern,,"=IF(T401="""","""",IF(T401=K401,""○"",""×""))",0,0,"=IF(V401=0,"""",W401/V401)",,,未练习,
